birdnet_id,scientific_name,canonical_scientific_name,common_name,common_name_alt,taxon_group,inat_id,ebird_code,gbif_id,ncbi_id,avibase_id,birdlife_id,ml_taxon_code,xc_name,observationorg_id,observations_count,description_source,image_url,image_author,image_license,image_source,common_name_en,common_name_de,common_name_es,common_name_fr,common_name_pt,common_name_nl,common_name_pl,common_name_ru,common_name_ja,common_name_cs,common_name_tr,common_name_sv,common_name_da,common_name_fi,common_name_it,common_name_ko,common_name_zh-CN,common_name_no,common_name_uk,common_name_sr,common_name_ca,common_name_bg,common_name_sk,common_name_es_ES,common_name_es_MX,common_name_es_EC,common_name_pt_PT,common_name_hr,common_name_lt,common_name_fa,common_name_cy,common_name_et,wikipedia_url_en,wikipedia_url_de,wikipedia_url_fr,wikipedia_url_es,wikipedia_url_cs,wikipedia_url_pt,wikipedia_url_it,wikipedia_url_nl,wikipedia_url_pl,wikipedia_url_ru
BN02738,Chalcites megarhynchus,Chalcites megarhynchus,Long-billed Cuckoo,,Aves,1578713,lobcuc1,10876439,3054290,14B0CB57B19D2B3F,22683944,lobcuc1,Chrysococcyx megarhynchus,71216,6,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcites%20megarhynchus?size=medium,Nik Borrow,cc-by-nc,iNaturalist,Long-billed Cuckoo,Langschnabelkuckuck,Cuclillo Piquilargo,Coucou à long bec,long-billed cuckoo,Langsnavelkoekoek,kukułeczka długodzioba,Длинноклювая кукушка,ハシナガヒメカッコウ,kukačka dlouhozobá,Uzun Gagalı Guguk,långnäbbad glansgök,Langnæbbet Gøg,pitkänokkakäki,,,小长嘴鹃,langnebbgjøk,Зозуля довгодзьоба,Dugokljuna kukavica,cucut becllarg,Дългоклюна бронзова кукувица,kukučka dlhozobá,Cuclillo piquilargo,Cuclillo Piquilargo,Cuclillo Piquilargo,Long-billed cuckoo,dugokljuna kukavica,Ilgasnapė gegutė,,,pikknokk-kägu,https://en.wikipedia.org/wiki/Long-billed%20cuckoo,,https://fr.wikipedia.org/wiki/Coucou%20%C3%A0%20long%20bec,https://es.wikipedia.org/wiki/Chrysococcyx%20megarhynchus,,https://pt.wikipedia.org/wiki/Rhamphomantis%20megarhynchus,https://it.wikipedia.org/wiki/Chrysococcyx%20megarhynchus,https://nl.wikipedia.org/wiki/Langsnavelkoekoek,,https://ru.wikipedia.org/wiki/%D0%94%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%BA%D0%BB%D1%8E%D0%B2%D0%B0%D1%8F%20%D0%BA%D1%83%D0%BA%D1%83%D1%88%D0%BA%D0%B0
BN02739,Chalcites meyerii,Chalcites meyerii,White-eared Bronze Cuckoo,White-eared Bronze-Cuckoo,Aves,1578717,webcuc1,10834983,,AD3C4F31A1B7FDF8,22683995,webcuc1,Chrysococcyx meyerii,71224,8,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcites%20meyerii?size=medium,Nik Borrow,cc-by-nc,iNaturalist,White-eared Bronze Cuckoo,Rotschwingen-Bronzekuckuck,Cuclillo Orejiblanco,Coucou de Meyer,white-eared bronze-cuckoo,Witoorbronskoekoek,kukułeczka białoucha,Краснокрылая кукушка,パプアテリカッコウ,kukačka bělouchá,Beyaz Yakalı Zümrüt Guguğu,vitörad glansgök,Rødvinget Bronzegøg,kauluskäki,,,铜翅金鹃,kragegjøk,Дідрик рудий,Belouha bronzana kukavica,cucut maragda d'orelles blanques,Белоуха бронзова кукувица,kukučka bielosluchá,Cuclillo orejiblanco,Cuclillo Orejiblanco,Cuclillo Orejiblanco,White-eared bronze-cuckoo,riđokrila kukavica,Mejerio bronzinė gegutė,,,rusktiib-pronkskägu,https://en.wikipedia.org/wiki/White-eared%20bronze%20cuckoo,https://de.wikipedia.org/wiki/Rotschwingen-Bronzekuckuck,https://fr.wikipedia.org/wiki/Coucou%20de%20Meyer,https://es.wikipedia.org/wiki/Chrysococcyx%20meyeri,,,https://it.wikipedia.org/wiki/Chrysococcyx%20meyerii,https://nl.wikipedia.org/wiki/Meyers%20bronskoekoek,,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%BA%D1%80%D1%8B%D0%BB%D0%B0%D1%8F%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BA%D1%83%D0%BA%D1%83%D1%88%D0%BA%D0%B0
BN02740,Chalcites osculans,Chalcites osculans,Black-eared Cuckoo,,Aves,1578715,blecuc1,2496331,78196,087C279E6680F160,22684006,blecuc1,Chrysococcyx osculans,71227,205,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcites%20osculans?size=medium,David Cook,cc-by-nc,iNaturalist,Black-eared Cuckoo,Schwarzohrkuckuck,Cuclillo Orejinegro,Coucou oreillard,black-eared cuckoo,Zwartoorkoekoek,kukułeczka czarnoucha,Черноухая кукушка,ミミグロカッコウ,kukačka černouchá,Kara Kulaklı Guguk,svartörad glansgök,Hvidbrynet Bronzegøg,mustakorvakäki,,,,svartøregjøk,Дідрик австралійський,Crnouha kukavica,cucut bronzat de pit cremós,Черноуха бронзова кукувица,kukučka čiernosluchá,Cuclillo orejinegro,Cuclillo Orejinegro,Cuclillo Orejinegro,Black-eared cuckoo,crnouha kukavica,Juodaausė bronzinė gegutė,,,mustkõrv-kägu,https://en.wikipedia.org/wiki/Black-eared%20cuckoo,,https://fr.wikipedia.org/wiki/Coucou%20oreillard,https://es.wikipedia.org/wiki/Chrysococcyx%20osculans,,https://pt.wikipedia.org/wiki/Chrysococcyx%20osculans,https://it.wikipedia.org/wiki/Chrysococcyx%20osculans,https://nl.wikipedia.org/wiki/Zwartoorkoekoek,,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D1%83%D1%85%D0%B0%D1%8F%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BA%D1%83%D0%BA%D1%83%D1%88%D0%BA%D0%B0
BN02741,Chalcites ruficollis,Chalcites ruficollis,Rufous-throated Bronze Cuckoo,Rufous-throated Bronze-Cuckoo,Aves,1578716,rtbcuc1,2496320,3055988,4049465F3D4AD910,22683990,rtbcuc1,Chrysococcyx ruficollis,,9,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcites%20ruficollis?size=medium,Charley Hesse • Naturally Adventurous Podcast,© Macaulay Library,Macaulay Library ML460221761,Rufous-throated Bronze Cuckoo,Rothals-Bronzekuckuck,Cuclillo Gorjirrojo,Coucou à gorge rousse,rufous-throated bronze-cuckoo,Roodkeelbronskoekoek,kukułeczka rdzawogardła,Красношейная кукушка,ノドアカテリカッコウ,kukačka rezavohlavá,Kırmızı Gerdanlı Guguk,bergglansgök,Rødstrubet Bronzegøg,rusokurkkukäki,,,红喉金鹃,rusthodegjøk,Дідрик рудоголовий,Riđogrla bronzana kukavica,cucut bronzat cara-rogenc,Ръждивогуша бронзова кукувица,kukučka hrdzavohrdlá,Cuclillo gorjirrojo,Cuclillo Gorjirrojo,Cuclillo Gorjirrojo,Rufous-throated bronze-cuckoo,riđoglava kukavica,Rusvagurklė bronzinė gegutė,,,mägi-pronkskägu,https://en.wikipedia.org/wiki/Rufous-throated%20bronze%20cuckoo,https://de.wikipedia.org/wiki/Rothals-Bronzekuckuck,https://fr.wikipedia.org/wiki/Coucou%20%C3%A0%20gorge%20rousse,https://es.wikipedia.org/wiki/Chrysococcyx%20ruficollis,,,https://it.wikipedia.org/wiki/Chrysococcyx%20ruficollis,https://nl.wikipedia.org/wiki/Roodkeelbronskoekoek,,
BN02742,Chalcomitra adelberti,Chalcomitra adelberti,Buff-throated Sunbird,,Aves,145139,butsun2,7340895,233789,,22717778,butsun2,Chalcomitra adelberti,77785,65,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcomitra%20adelberti?size=medium,Nik Borrow,cc-by-nc,iNaturalist,Buff-throated Sunbird,Fahlkehl-Glanzköpfchen,Suimanga Gorjiclaro,Souimanga d'Adelbert,buff-throated sunbird,Adelberthoningzuiger,nektarnik kasztanowaty,Каштановая нектарница,キノドタイヨウチョウ,strdimil plavý,Açık Gerdanlı Nektarkuşu,beigebröstad solfågel,Cremestrubet Solfugl,olkikurkkumedestäjä,,,,kremstrupesolfugl,Нектарець каштановий,Žutobrada sunčica,suimanga gorjablanc,Кремавогуша нектарница,nektárovka bledohrdlá,Suimanga gorjiclaro,Suimanga Gorjiclaro,Suimanga Gorjiclaro,Buff-throated sunbird,žućkastoprsi medosas,,شهدخوار گلوزرد کدر,Aderyn haul gyddfwelw,,https://en.wikipedia.org/wiki/Buff-throated%20sunbird,,https://fr.wikipedia.org/wiki/Souimanga%20%C3%A0%20gorge%20rousse,https://es.wikipedia.org/wiki/Chalcomitra%20adelberti,,https://pt.wikipedia.org/wiki/Nectarinia%20adelberti,,https://nl.wikipedia.org/wiki/Adelberts%20honingzuiger,,
BN02743,Chalcomitra amethystina,Chalcomitra amethystina,Amethyst Sunbird,,Aves,145142,amesun2,7340881,1492886,B022292CE9F1414D,22717762,amesun2,Chalcomitra amethystina,77781,3508,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcomitra%20amethystina?size=medium,Peter Vos,cc-by-nc,iNaturalist,Amethyst Sunbird,Amethystglanzköpfchen,Suimanga Amatista,Souimanga améthyste,amethyst sunbird,Amethisthoningzuiger,nektarnik ametystowy,Аметистовая нектарница,アメシストタイヨウチョウ,strdimil ametystový,Ametist Nektarkuşu,ametistsolfågel,Ametystsolfugl,samettimedestäjä,,,艾米花蜜鸟,ametystsolfugl,Нектарець аметистовий,Ametistna sunčica,suimanga ametista,Аметистова нектарница,nektárovka ametystová,Suimanga amatista,Suimanga Amatista,Suimanga Amatista,Amethyst sunbird,zelenokapi medosas,,شهدخوار آمیتیست,Aderyn haul du Affrica,,https://en.wikipedia.org/wiki/Amethyst%20sunbird,,https://fr.wikipedia.org/wiki/Souimanga%20am%C3%A9thyste,https://es.wikipedia.org/wiki/Chalcomitra%20amethystina,,,,https://nl.wikipedia.org/wiki/Amethisthoningzuiger,,https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%82%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BD%D0%B5%D0%BA%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D1%86%D0%B0
BN02745,Chalcomitra fuliginosa,Chalcomitra fuliginosa,Carmelite Sunbird,,Aves,145140,carsun2,7340891,570430,23BEFB1980A7D06F,22717758,carsun2,Chalcomitra fuliginosa,77780,90,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcomitra%20fuliginosa?size=medium,116916927065934112165,cc-by,iNaturalist,Carmelite Sunbird,Rußglanzköpfchen,Suimanga Carmelita,Souimanga carmélite,carmelite sunbird,Karmeliethoningzuiger,nektarnik czekoladowy,Красно-бурая нектарница,チョコレートタイヨウチョウ,strdimil karmelitský,Karmelit Nektarkuşu,karmelitsolfågel,Karmelitsolfugl,ruskomedestäjä,,,乌色花蜜鸟,karmelittsolfugl,Нектарець коричневий,Karmelitska sunčica,suimanga carmelità,Кафява нектарница,nektárovka karmelitánska,Suimanga carmelita,Suimanga Carmelita,Suimanga Carmelita,Carmelite sunbird,smeđi medosas,,,Aderyn haul talcen glas,,https://en.wikipedia.org/wiki/Carmelite%20sunbird,,,https://es.wikipedia.org/wiki/Chalcomitra%20fuliginosa,,https://pt.wikipedia.org/wiki/Nectarinia%20fuliginosa,,https://nl.wikipedia.org/wiki/Karmeliethoningzuiger,,
BN02746,Chalcomitra hunteri,Chalcomitra hunteri,Hunter's Sunbird,,Aves,145144,hunsun2,7340862,,,22717774,hunsun2,Chalcomitra hunteri,77784,84,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcomitra%20hunteri?size=medium,116916927065934112165,cc-by,iNaturalist,Hunter's Sunbird,Purpurbürzel-Glanzköpfchen,Suimanga de Hunter,Souimanga de Hunter,hunter's sunbird,Hunterhoningzuiger,nektarnik fartuszkowy,Огненогрудая нектарница,ノドグロヒムネタイヨウチョウ,strdimil východoafrický,Hunter Nektarkuşu,rubinbröstad solfågel,Violetgumpet Solfugl,veririntamedestäjä,,,亨氏花蜜鸟,rubinsolfugl,Нектарець сомалійський,Istočna crvenogruda sunčica,suimanga de Hunter,Червеногърда нектарница,nektárovka čiernobradá,Suimanga de Hunter,Suimanga de Hunter,Suimanga de Hunter,Hunter's sunbird,istočnoafrički medosas,,شهدخوار هانتر,Aderyn haul Hunter,,https://en.wikipedia.org/wiki/Hunter's%20sunbird,,,https://es.wikipedia.org/wiki/Chalcomitra%20hunteri,,https://pt.wikipedia.org/wiki/Nectarinia%20hunteri,https://it.wikipedia.org/wiki/Chalcomitra%20hunteri,https://nl.wikipedia.org/wiki/Hunters%20honingzuiger,,
BN02747,Chalcomitra rubescens,Chalcomitra rubescens,Green-throated Sunbird,,Aves,145141,gntsun1,7340886,,,22717766,gntsun1,Chalcomitra rubescens,199306,78,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcomitra%20rubescens?size=medium,Xavier Rufray,cc-by-nc,iNaturalist,Green-throated Sunbird,Grünkehl-Glanzköpfchen,Suimanga Gorjiverde,Souimanga à gorge verte,green-throated sunbird,Groenkeelhoningzuiger,nektarnik zielonogardły,Зеленогорлая нектарница,アオノドタイヨウチョウ,strdimil zelenohrdlý,Yeşil Boğazlı Nektarkuşu,grönstrupig solfågel,Grønstrubet Solfugl,viherkurkkumedestäjä,,,绿喉花蜜鸟,grønnstrupesolfugl,Нектарець зеленогорлий,Zelenogrla sunčica,suimanga gorjaverd,Зеленогуша нектарница,nektárovka kávová,Suimanga gorjiverde,Suimanga Gorjiverde,Suimanga Gorjiverde,Green-throated sunbird,zelenočeli medosas,,شهدخوار گلوسبز,Aderyn haul gyddfwyrdd,,https://en.wikipedia.org/wiki/Green-throated%20sunbird,,https://fr.wikipedia.org/wiki/Souimanga%20%C3%A0%20gorge%20verte,https://es.wikipedia.org/wiki/Chalcomitra%20rubescens,,https://pt.wikipedia.org/wiki/Beija-flor-de-garganta-verde-africano,,https://nl.wikipedia.org/wiki/Groenkeelhoningzuiger,,
BN02748,Chalcomitra senegalensis,Chalcomitra senegalensis,Scarlet-chested Sunbird,,Aves,145143,sccsun2,7340870,670927,0059A2E0EAFC6106,22717770,sccsun2,Chalcomitra senegalensis,77783,2791,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcomitra%20senegalensis?size=medium,Theresa Bucher,© Macaulay Library,Macaulay Library ML216705881,Scarlet-chested Sunbird,Rotbrust-Glanzköpfchen,Suimanga Pechiescarlata,Souimanga à poitrine rouge,scarlet-chested sunbird,Roodborsthoningzuiger,nektarnik szkarłatny,Рубиновогрудая нектарница,ヒムネタイヨウチョウ,strdimil senegalský,Al Göğüslü Nektarkuşu,scharlakansbröstad solfågel,Skarlagenbrystet Solfugl,ruusurintamedestäjä,,,赤胸花蜜鸟,skarlagenbrystsolfugl,Нектарець червоноволий,Obična crvenogruda sunčica,suimanga de pit escarlata,Сенегалска нектарница,nektárovka červenoprsá,Suimanga pechiescarlata,Suimanga Pechiescarlata,Suimanga Pechiescarlata,Scarlet-chested sunbird,grimiznoprsi medosas,Raudonkrūtė chalkomitra,شهدخوار سینهسرخ,Aderyn haul brongoch,,https://en.wikipedia.org/wiki/Scarlet-chested%20sunbird,https://de.wikipedia.org/wiki/Rotbrust-Glanzk%C3%B6pfchen,https://fr.wikipedia.org/wiki/Souimanga%20%C3%A0%20poitrine%20rouge,https://es.wikipedia.org/wiki/Chalcomitra%20senegalensis,,https://pt.wikipedia.org/wiki/Beija-flor-de-peito-escarlate,,https://nl.wikipedia.org/wiki/Roodborsthoningzuiger,https://pl.wikipedia.org/wiki/Nektarnik%20szkar%C5%82atny,https://ru.wikipedia.org/wiki/%D0%AF%D1%80%D0%BA%D0%BE%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D1%80%D1%83%D0%B4%D0%B0%D1%8F%20%D0%BD%D0%B5%D0%BA%D1%82%D0%B0%D1%80%D0%BD%D0%B8%D1%86%D0%B0
BN02749,Chalcoparia singalensis,Chalcoparia singalensis,Ruby-cheeked Sunbird,,Aves,145118,rucsun2,7341060,1118737,67A740A4B19F444D,22717626,rucsun2,Chalcoparia singalensis,77751,1238,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcoparia%20singalensis?size=medium,Zhong Ying Koay,© Macaulay Library,Macaulay Library ML280993121,Ruby-cheeked Sunbird,Rubinwangen-Nektarvogel,Suimanga Carirrubí,Souimanga à joues rubis,ruby-cheeked sunbird,Roodwanghoningzuiger,nektarzyk czerwonouchy,Карминнощёкая нектарница,ホオアカコバシタイヨウチョウ,strdimil rubínový,Yakut Yanaklı Nektarkuşu,rubinkindad solfågel,Rubinkindet Solfugl,kupariposkimedestäjä,Nettarinia guancerubino,,紫颊直嘴太阳鸟,rødkinnsolfugl,Саїманга червонощока,Rubinolika sunčica,suimanga de galtes robí,Рубиненобуза нектарница,nektárovka červenolíca,Suimanga carirrubí,Suimanga Carirrubí,Suimanga Carirrubí,Ruby-cheeked sunbird,crvenolici medosas,Raudonskruostė nektarinukė,شهدخوار گونهیاقوتی,Aderyn haul bochgoch,,https://en.wikipedia.org/wiki/Ruby-cheeked%20sunbird,https://de.wikipedia.org/wiki/Rubinwangen-Nektarvogel,https://fr.wikipedia.org/wiki/Souimanga%20%C3%A0%20joues%20rubis,https://es.wikipedia.org/wiki/Chalcoparia%20singalensis,,https://pt.wikipedia.org/wiki/Chalcoparia%20singalensis,https://it.wikipedia.org/wiki/Chalcoparia%20singalensis,https://nl.wikipedia.org/wiki/Roodwanghoningzuiger,,
BN02750,Chalcophaps indica,Chalcophaps indica,Common Emerald Dove,Asian Emerald Dove,Aves,508097,emedov2,2495840,187108,05E5E8F648951C9F,22725538,emedov2,Chalcophaps indica,,4468,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcophaps%20indica?size=medium,Murugesh Nateshan,cc-by-nc,iNaturalist,Common Emerald Dove,Glanztaube,Palomita Esmeralda Cabecigrís,Colombine turvert,asian emerald dove,Indische smaragdduif,miedzianka szmaragdowa,Изумрудная горлица,キンバト,holub zelenokřídlý,Zümrütkanat Kumru,asiatisk smaragdduva,Grønvingedue,smaragdikyyhky,Tortora smeraldina comune,,绿翅金鸠,smaragddue,Голуб-зеленокрил індійський,Azijski smaragdni golub,tórtora maragda capgrisa,Азиатска смарагдова гургулица,lesklica zelenokrídla,Palomita esmeralda cabecigrís,Palomita Esmeralda Cabecigrís,Palomita Esmeralda Cabecigrís,Asian emerald dove,zelenokrili golub,Paprastasis smaragdinis purplelis,کبوتر زمردی معمولی,Turtur emrallt,smaragdtuvi,https://en.wikipedia.org/wiki/Common%20emerald%20dove,https://de.wikipedia.org/wiki/Graukappen-Glanztaube,https://fr.wikipedia.org/wiki/Colombine%20turvert,https://es.wikipedia.org/wiki/Chalcophaps%20indica,https://cs.wikipedia.org/wiki/Holub%20zelenok%C5%99%C3%ADdl%C3%BD,,https://it.wikipedia.org/wiki/Chalcophaps%20indica,https://nl.wikipedia.org/wiki/Smaragdduif,https://pl.wikipedia.org/wiki/Miedzianka%20szmaragdowa,https://ru.wikipedia.org/wiki/%D0%98%D0%B7%D1%83%D0%BC%D1%80%D1%83%D0%B4%D0%BD%D1%8B%D0%B9%20%D0%B3%D0%BE%D0%BB%D1%83%D0%B1%D1%8C
BN02751,Chalcophaps longirostris,Chalcophaps longirostris,Pacific Emerald Dove,,Aves,508098,emedov3,6101221,2881382,826A97427363A854,22725548,emedov3,Chalcophaps longirostris,,1492,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcophaps%20longirostris?size=medium,Frédéric Desmoulins,cc-by-nc,iNaturalist,Pacific Emerald Dove,Grünflügeltaube,Palomita Esmeralda Cabeciparda,Colombine du Pacifique,pacific emerald dove,Australische smaragdduif,miedzianka brązowogłowa,Австралийская изумрудная горлица,タイヘイヨウキンバト,holub hnědohlavý,Pasifik Zümrüt Kumrusu,australisk smaragdduva,Nordaustralsk Grønvingedue,,Tortora smeraldina del Pacifico,,太平洋金鸠,jadedue,Голуб-зеленокрил довгодзьобий,Pacifički smaragdni golub,tórtora maragda capbruna,Австралийска смарагдова гургулица,lesklica tichomorská,Palomita esmeralda cabeciparda,Palomita Esmeralda Cabeciparda,Palomita Esmeralda Cabeciparda,Pacific emerald dove,riđokrili golub,,کبوتر زمردی آرام,,,https://en.wikipedia.org/wiki/Pacific%20emerald%20dove,,https://fr.wikipedia.org/wiki/Colombine%20du%20Pacifique,https://es.wikipedia.org/wiki/Chalcophaps%20longirostris,,,https://it.wikipedia.org/wiki/Chalcophaps%20longirostris,https://nl.wikipedia.org/wiki/Pacifische%20smaragdduif,,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%80%D0%BE%D1%88%D0%B0%D0%BF%D0%BE%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B7%D0%B5%D0%BC%D0%BB%D1%8F%D0%BD%D0%BE%D0%B9%20%D0%B3%D0%BE%D0%BB%D1%83%D0%B1%D1%8C
BN02752,Chalcophaps stephani,Chalcophaps stephani,Stephan's Emerald Dove,Stephan's Dove,Aves,3638,stedov1,2495836,262129,7330DBCFCC3EE72E,22690657,stedov1,Chalcophaps stephani,72471,46,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcophaps%20stephani?size=medium,dushenkov,cc-by-nc,iNaturalist,Stephan's Emerald Dove,Stephantaube,Palomita Esmeralda Dorsiparda,Colombine d'Étienne,stephan's dove,Stephansmaragdduif,miedzianka białoczelna,Белолобая изумрудная горлица,チャイロキンバト,holub hnědohřbetý,Ak Alınlı Zümrüt Kumrusu,brunryggig smaragdduva,Brunrygget Due,ruskosmaragdikyyhky,,,褐背金鸠,hvitpannedue,Голуб-зеленокрил новогвінейський,Beločeli smaragdni golub,tórtora maragda dorsibruna,Белочела смарагдова гургулица,lesklica bledočelá,Palomita esmeralda dorsiparda,Palomita Esmeralda Dorsiparda,Palomita Esmeralda Dorsiparda,Stephan's dove,smeđoleđi golub,Baltakaktis smaragdinis purplelis,کبوتر زمردی استفان,Turtur emrallt gefnfrown,mets-smaragdtuvi,https://en.wikipedia.org/wiki/Stephan's%20emerald%20dove,https://de.wikipedia.org/wiki/Stephantaube,https://fr.wikipedia.org/wiki/Colombine%20d'%C3%89tienne,https://es.wikipedia.org/wiki/Chalcophaps%20stephani,,https://pt.wikipedia.org/wiki/Chalcophaps%20stephani,https://it.wikipedia.org/wiki/Chalcophaps%20stephani,https://nl.wikipedia.org/wiki/Stephans%20smaragdduif,,
BN02754,Chalcopsitta atra,Chalcopsitta atra,Black Lory,,Aves,19060,blalor1,2479706,274065,EE382415A2C9D415,22684488,blalor1,Chalcopsitta atra,71328,24,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcopsitta%20atra?size=medium,Packa,cc-by-sa,iNaturalist,Black Lory,Schwarzlori,Lori Negro,Lori noir,black lory,Zwarte lori,lora czarna,Чёрный лори,スミインコ,lori černý,Kara Lori,svartlori,Sort Lori,mustaluri,,,黑鹦鹉,svartlori,Лорі чорний,Žalosni lori,lori negre,Черно лори,lori čierny,Lori negro,Lori Negro,Lori Negro,Black lory,crni lori,Juodasis loris,شهدطوطی سیاه,Lori ddu,must-nestepapagoi,https://en.wikipedia.org/wiki/Black%20lory,https://de.wikipedia.org/wiki/Schwarzlori,https://fr.wikipedia.org/wiki/Lori%20noir,https://es.wikipedia.org/wiki/Chalcopsitta%20atra,https://cs.wikipedia.org/wiki/Lori%20%C4%8Dern%C3%BD,,https://it.wikipedia.org/wiki/Chalcopsitta%20atra,https://nl.wikipedia.org/wiki/Zwarte%20lori,https://pl.wikipedia.org/wiki/Lora%20czarna,https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9%20%D0%B1%D0%BB%D0%B5%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B9%20%D0%BB%D0%BE%D1%80%D0%B8
BN02755,Chalcopsitta cardinalis,Chalcopsitta cardinalis,Cardinal Lory,,Aves,19058,carlor1,2479718,176062,E8C9F4D30FEFB95D,22684499,carlor1,Pseudeos cardinalis,71331,53,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcopsitta%20cardinalis?size=medium,Mike Andersen,© Macaulay Library,Macaulay Library ML263722001,Cardinal Lory,Kardinallori,Lori Cardenal,Lori cardinal,cardinal lory,Kardinaallori,lora szkarłatna,Кардиналовый лори,ベニインコ,lori kardinálský,Kardinal Loriketi,kardinallori,Kardinallori,kardinaaliluri,,,暗红鹦鹉,kardinallori,Лорі-кардинал,Kardinal lori,lori cardenal,Соломоново червено лори,lori kardinálsky,Lori cardenal,Lori Cardenal,Lori Cardenal,Cardinal lory,kardinalski lori,Kardinolinis loris,شهدطوطی کاردینال,Lori gardinal,kinaver-nestepapagoi,https://en.wikipedia.org/wiki/Cardinal%20lory,https://de.wikipedia.org/wiki/Kardinallori,https://fr.wikipedia.org/wiki/Lori%20cardinal,https://es.wikipedia.org/wiki/Pseudeos%20cardinalis,,https://pt.wikipedia.org/wiki/Chalcopsitta%20cardinalis,https://it.wikipedia.org/wiki/Pseudeos%20cardinalis,https://nl.wikipedia.org/wiki/Kardinaallori,https://pl.wikipedia.org/wiki/Lora%20szkar%C5%82atna,https://ru.wikipedia.org/wiki/%D0%91%D0%BB%D0%B5%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B9%20%D0%BB%D0%BE%D1%80%D0%B8-%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D0%BD%D0%B0%D0%BB
BN02756,Chalcopsitta duivenbodei,Chalcopsitta duivenbodei,Brown Lory,,Aves,19059,brolor1,2479715,274066,5059CD94F6123381,22684491,brolor1,Chalcopsitta duivenbodei,71329,9,wikipedia,https://birdnet.cornell.edu/taxonomy/api/image/Chalcopsitta%20duivenbodei?size=medium,bobP-&-S,cc-by-nc-sa,iNaturalist,Brown Lory,Braunlori,Lori Pardo,Lori de Duyvenbode,brown lory,Bruine lori,lora oliwkowa,Бурый лори,キバネインコ,lori olivový,Kahverengi Lori,brunlori,Gulmasket Lori,ruskoluri,,,黄额褐鹦鹉,brunlori,Лорі бурий,Smeđi lori,lori bru,Кафяво лори,lori hnedý,Lori pardo,Lori Pardo,Lori Pardo,Brown lory,smeđi lori,Rudasis loris,شهدخورچه قهوهای,Lori Duyvenbode,pruun-nestepapagoi,https://en.wikipedia.org/wiki/Brown%20lory,https://de.wikipedia.org/wiki/Braunlori,https://fr.wikipedia.org/wiki/Lori%20de%20Duyvenbode,https://es.wikipedia.org/wiki/Chalcopsitta%20duivenbodei,https://cs.wikipedia.org/wiki/Lori%20olivov%C3%BD,https://pt.wikipedia.org/wiki/Chalcopsitta%20duivenbodei,https://it.wikipedia.org/wiki/Chalcopsitta%20duivenbodei,https://nl.wikipedia.org/wiki/Duyvenbodes%20lori,https://pl.wikipedia.org/wiki/Lora%20oliwkowa,https://ru.wikipedia.org/wiki/%D0%91%D1%83%D1%80%D1%8B%D0%B9%20%D0%B1%D0%BB%D0%B5%D1%81%D1%82%D1%8F%D1%89%D0%B8%D0%B9%20%D0%BB%D0%BE%D1%80%D0%B8
